Date,Location,State,Shape,Time,Summary,Upload Date
12/31/2000,Kingsville,TX,Light,unknown,Nocternal Visitation,1/3/2001
12/29/2000,Sisterdale,TX,Diamond,5 minutes,Diamond shaped object that huvered above with a very brite glow.(not lights),2/18/2001
12/29/2000,El Campo,TX,Other,,NO MODERN UFO I EVER SAW,2/18/2001
12/29/2000,Austin,TX,Formation,,Three lights in triangular formation. One craft or three I could not tell.,4/22/2003
12/28/2000,Houston,TX,Light,11 minutes,"Bright, burning, descending small, narrow oval shaped light over s/sw sky in Houston, late afternoon/Dec 28, 00",1/3/2001
12/28/2000,Mansfield,TX,Flash,6 seconds,Quick Flash,3/4/2008
12/16/2000,Athens,TX,Light,1 minute,"We saw a light in the night sky which appeared to be a satellite, but was moving much too fast.",12/20/2000
12/15/2000,Austin,TX,,.5 seconds,Flare-like object blasts across sky at unthinkable speed over Austin Texas,2/18/2001
12/3/2000,Dallas,TX,Light,2 seconds,"what i saw could only be descibed as a green laser beam coming from the sky and it had a red ""flame"" coming from the back as it shot do",12/9/2000
11/26/2000,Progresso,TX,Unknown,5min,object being chased,12/2/2000
11/23/2000,Corpus Christi,TX,Other,5 sec,saw v shape craft going the same speed of a jet no light no sound,12/9/2000
11/23/2000,Belton,TX,Light,19:00,ANOTHER Bell County Sighting,12/2/2000
11/20/2000,Seagoville,TX,Triangle,3 - 5 minutes,"Triangle 3 slowly pulsating large soium colored lights, with small 7 running lights, vehicle moved extremely slow, with no sound",9/2/2005
11/19/2000,Grapevine,TX,Triangle,5 minutes,This was reported to me by the eyewitnesses. There were two light colored sail shaped UFO's. One flew into and through the other. Tw,12/2/2000
11/18/2000,Dilley (south of san antonio),TX,Disk,about 7 miniutes,very big bright white saucer like object about 1000-1200 feet in diameter very large with red and blue flashing lights on it and around,12/2/2000
11/15/2000,Sidney,TX,Other,10 seconds,A black cube appears in the sky above me.,5/15/2013
11/15/2000,Comanche,TX,Other,approx 30 sec,"a black object (abyss)hovered 200 feet over me while deer hunting and 3 months later, i underwent emergency brain surgery.",6/4/2004
11/14/2000,Henderson,TX,,three minutes,i saw a mothership letting off flying sausers,3/19/2002
11/13/2000,Denton,TX,Triangle,2 minutes,Black triangle spotted over highway in the night sky,12/2/2000
11/7/2000,Dallas,TX,Disk,2-seconds,White Daytime disc in north Dallas on Election Day.,12/2/2000
11/6/2000,Houston,TX,Triangle,1.5 minutes,Delta winged object flies by as power goes out in Houston Texas.,12/2/2000
11/4/2000,Garland,TX,Unknown,10 to 15 seconds,"red and greenish lights seen over Dallas, Texas viewed from Garland, Texas.",11/21/2010
11/2/2000,Fort Worth,TX,Fireball,22:00,IT LOOKED LIKE A SHOOTING STAR BUT IT WAS BELOW THE CLOUDS.,9/13/2002
11/1/2000,Austin,TX,Disk,30 seconds,The craft shot a ray of solid light up into the sky and connected to what appeared to be a star.,10/31/2003
10/30/2000,Sulphur Springs,TX,Circle,12 hours,had a circle of lights with Y in center of it.,12/9/2000
10/27/2000,San Antonio,TX,Light,on and off for an hour or,Could someone please tell us what is going on over San Antonio Texas ??? Several times during the month of september and october we hav,12/2/2000
10/18/2000,McKinney,TX,Light,15 minutes,"As we were both watching this thing, it went due South over the horizon in a fraction of a second",6/12/2008
10/15/2000,Houston,TX,Triangle,5 minutes,"UFO in outer space. A flying ""V"" formation of 15 to 20 of what looked like stars in the clear sky",2/18/2001
10/15/2000,Del Valle,TX,,2 hrs.,Both of these little people had long arms and big black eyes. They were shorter then me. Their heads were bigger then their body and ca,12/5/2001
10/15/2000,Clear Lake,TX,Egg,3 secs,"1 1/2 times the size of a full moon, green and moved alot faster than normal at 4 am",12/12/2009
10/15/2000,Nassau Bay,TX,Oval,3-4 seconds,Bright Green Oval Highspeed bigger than a full moon,7/16/2006
10/13/2000,Amarillo,TX,Light,2 min,it blew up and shattered into several different parts had jet stream behind it and was bright blue and white and traveled as far as i c,12/2/2000
10/13/2000,Baird,TX,Fireball,30 sec. to 1 min.,"I am a 34 year old attorney with two children. My wife and I were traveling from Dallas to Abilene, heading West on Interstate 20. It",12/2/2000
10/13/2000,Clyde,TX,Cylinder,around 1 min.,The Book of Yahweh,12/2/2000
10/12/2000,Breckenridge,TX,Other,5 minutes,"It was slow moving ,no lights and totally silent and BIG.",4/27/2004
10/7/2000,Katy,TX,Disk,15 minutes,disk shaped object with cluster of lights,12/2/2000
10/4/2000,Richwood,TX,Fireball,20 seconds,It looked like a fireball chasing after something.,12/2/2000
10/4/2000,Cleburne,TX,Other,30-45 sec.,The object was shaped like a boomarang with 7 black spheres one in the center of the nose and three on each wing. It was dark in color,12/2/2000
10/2/2000,San Antonio,TX,Light,10-15 min,three bright large lights in sky--loose formation?,12/2/2000
9/30/2000,San Antonio,TX,Changing,15 min,"twinkling star to naked eye, blue and red flashing lights, change shape in binoculars",12/2/2000
9/30/2000,North Texas,TX,Fireball,10 seconds,Greenish-blue fireball seen off I-45N,5/13/2012
9/26/2000,The Woodlands,TX,Chevron,5 sec,"Transparent, shimmering chevron with rows of lights on the underside of each leg traveling silenty and at fantastic speed.",12/2/2000
9/21/2000,Cushing,TX,Fireball,1-2 seconds,"Object passed straight overhead, moving from north to south. It seemed to be very close, seemingly to be just above a large oak tree. I",12/2/2000
9/21/2000,Chatfield,TX,Disk,1 hour,i was abducted by an ailien craft and my body was examined.,10/12/2001
9/21/2000,Chatfield,TX,Oval,1hr and 5 minutes,"Bright white irridescent, round in shape, no clouds near. The blinding light from the object gave me a headache to look at it. I stop",12/2/2000
9/19/2000,Houston,TX,Sphere,30 min,Silver sphere the size of a VW bug seen in the northern sky of downtown Houston Texas for about 30 min moving in different directions.,9/21/2000
9/18/2000,San Saba,TX,Light,10 minutes,"light appears from nowhere hovers for 10 minutes slowing moving right changes color and then disappears,",9/21/2000
9/14/2000,Houston,TX,Cylinder,20 min.,Videotaped a floating cylinder while taking pictures of planes leaving trails in the sky.,9/17/2000
9/12/2000,San Antonio,TX,Other,15 Min.- 20 Min.,"This object moved across the sky leaving no smoke trail, vabor trail, no sound or never changed direction, sighted for 20 min.",9/17/2000
9/8/2000,George West,TX,Flash,,There were three bright flashes blinking at different times but all in the same general area ( in a stright line),12/2/2000
9/8/2000,Houston,TX,Cylinder,1.5 -2 mins,"As I went to work at 6 :15 am, passing over I -10 and the Sam Houston Beltway West, South bound I saw what appeared to be an airplane",9/17/2000
9/1/2000,Joshua,TX,Triangle,15 minutes,Low Flying Triangular Object With Two Huge White Lights!!!,9/17/2000
9/1/2000,Post,TX,Light,15 min,"I was followed closely by a flashing blue light, for about 15 miles.",10/12/2001
9/1/2000,Pottsboro,TX,Other,5 mins,white snake-like figure moving fluidly through the clouds.,3/19/2009
9/1/2000,Channing/Littlefield (385 between),TX,Changing,5 minutes,"I saw moving lights in a field and then a close up view of a UFO from my car on September 1, 2000.",9/17/2000
8/20/2000,Fairfield,TX,Cylinder,1 1/2 hrs.,"A cylinder object with red and turquoise colors that had been moving back and forth, then stationary.",9/17/2000
8/15/2000,Dallas,TX,Cigar,1-1.5 seconds,"Pie shaped craft ignited rocketlike engine ,skipped across the sky and vanished silently at tremendous speed.",8/19/2000
8/15/2000,Grand Prairie,TX,Fireball,20 sec,Today's technology has nothing on what me and a neighbor wittness,8/19/2000
8/15/2000,Tyler,TX,Triangle,5 seconds max,"On the ride home from dinner, it flew quickly across the sky into a cloud. It was boomerang shaped and gave off solid white light.",8/19/2000
8/15/2000,Beaumont,TX,Unknown,15 to 20 minutes,"Shiny object flying a rectangular grid pattern along the path of Highway 90 in Beaumont, Texas",4/27/2007
8/15/2000,Smithville,TX,Circle,seconds,Translusent circle very large falling and then blinks out of sight directly south in the sky. No visible trail left behind it.,8/19/2000
8/10/2000,Abilene and Ft. Worth (Interstate 20 East between),TX,Cone,40 seconds,Two conical craft moving through a sky full of weird lights.,8/5/2001
8/9/2000,Lake Tawakoni,TX,Unknown,4 minutes,I write this as unusual having seen many rainbows in my life this was vere strange Im driving south on fm rd. 429 four miles out of the,8/19/2000
8/7/2000,Katy,TX,Oval,5 seconds,My nine year old daulter and her friend came in the house telling me they just had seen this oval object with red lights in the middle,8/19/2000
8/6/2000,Pottsburo,TX,Light,5 Minutes,BRIGHT Light,9/17/2000
8/1/2000,Turkey,TX,Circle,all day,a bunch of small silver ones and one big black triangle,8/5/2009
7/29/2000,Bonham (northeast of),TX,Light,3-4 seconds,light overhead in sky,8/19/2000
7/28/2000,Tyler,TX,Sphere,5 seconds,I observed a golden sphere in the southwestern sky at about 5:30 am moving slowly north.,8/19/2000
7/26/2000,Iola,TX,Unknown,25 seconds,I WAS SITTING ON MY CARPORT WHEN I LIGHT CAME SHINING THROUGH THE TREE,7/29/2000
7/26/2000,Brenham,TX,Light,few seconds,"I saw a red light through the tree, a blue light scanned me up and down and went out.",8/5/2000
7/26/2000,Fulshear,TX,Fireball,5 seconds,flashing ball of light in the sky,8/19/2000
7/26/2000,Smithville (south east of),TX,,less than 1 minute,When my roommate and I were sitting outside late last night when we witnesses two large white burst of light that lite up the entire sk,8/19/2000
7/22/2000,Lavon,TX,Fireball,5 seconds,Bright Firey ball hovering in sky.,7/23/2000
7/20/2000,South Padre Island,TX,Oval,8 seconds,"Bright amber light, very high speed, no sound or trail, east to west over Padre Island, summer 2000.",5/2/2011
7/19/2000,Fort Hood,TX,Light,2 sec.,Bright light moving fast and stopping over a Military base.,8/5/2000
7/19/2000,El Paso,TX,Sphere,2 hrs,"Spheres in a triangular formation over the skies of El Paso, TX show their beauty as well as their capabilities and intelligence.",10/7/2003
7/16/2000,New Braunfels,TX,Circle,in a car,"I SAW A FLYING OBJECT IN THE SKY, ROUND-LIKE AND REAL FAST",4/1/2001
7/15/2000,Houston,TX,Other,,We were all quite shaken up and we strained our ears for a sound even though the craft was slow and silent.,4/28/2001
7/12/2000,Falfurias,TX,Light,5 minutes,"While traveling with my husband and two friends, we saw bright red lights flying low.",7/23/2000
7/4/2000,Houston,TX,Fireball,20 MIN.,"two beautiful bright red fire like balls, but really shape like footballs, just standing still for about twenty min., then just gone!!",2/18/2001
7/1/2000,Waco,TX,Circle,west,"A light in waco, TX.",12/12/2009
7/1/2000,Crystal Beach,TX,Triangle,45 sec,large black triangle completely silent with very dim lights on each corner,12/16/2005
6/30/2000,Austin,TX,Cylinder,30 seconds,"We had a daylight sighting of a large cylindrical object in Austin, Tx which lasted 30 seconds before the object disappeared.",7/11/2000
6/25/2000,Dallas,TX,Diamond,45 sec,"Object traveling south suddenly makes an immediate change of direction 45 degrees to the left, speed increased threefold and disappears",7/11/2000
6/23/2000,Canyon,TX,Unknown,1.5 min,"Brief but clear sighting of a noiseless lighted (3, reb, blue and white) object maneuvering and hovering.",7/11/2000
6/17/2000,Robstown,TX,Sphere,hours,not conventional aircraft.........seen from outdoor patio,6/21/2000
6/15/2000,Stratford,TX,Triangle,few minutes,"This is an UFO to me, I am just curious if it is to others as well.",7/16/2003
6/12/2000,Hurst,TX,Fireball,3 seconds,Large fireball moving from N-NE to S-SE over the Dallas/Fort Worth Metroplex,6/21/2000
6/12/2000,Houston,TX,Disk,3 Minutes,Fighter jet and UFO over North Houston,8/19/2000
6/12/2000,Houston,TX,Teardrop,approx 10sec,"FLYING OBJECTS OVER HOUSTON, TX JUNE 12, 2000 AROUND 11:30 -12:00",6/21/2000
6/11/2000,Freer,TX,Circle,4-5 minutes,"TEXAS MUFON REPORT: A 50 ft. circular object, with red & green flashing lights around it, was seen hovering just off Tx Hwy 44",7/11/2000
6/11/2000,Freer (near),TX,Disk,UNK,"Multi-Colored Light Emmitting Disc Seen Between San Diego and Freer, TX.",6/21/2000
5/28/2000,Spring (North Harris Co.),TX,Unknown,10 minutes,"Object with red/green/white light flew over Montgomery County, Tx., moving south to north...on 5/28/00",6/6/2000
5/28/2000,Decatur,TX,Changing,10 min.,Bright white elongated light in western sky over Decatur Texas.,6/6/2000
5/25/2000,Dallas,TX,Disk,3 min.,"Enormous silvery disk hovered for 3 minutes above Dallas Love Field airport (~10,000 ft). Two unmarked black copters pursued.",6/6/2000
5/22/2000,Houston,TX,Light,2 seconds,"I saw a bright green light streak across the sky, leave a small white spark behind and dissapear before my eyes.",6/6/2000
5/21/2000,NASA-INTERNET TV,TX,Disk,10MIN,STS 101 SHUTTLE & ISS DOCKING - AND UFOS,6/21/2000
5/17/2000,Fredericksburg,TX,Teardrop,1minute,"I saw a black, teardrop shaped u.f.o. flying overhead.",4/28/2001
5/15/2000,Pittsburg,TX,Light,5 minutes,"A friend and I watched as alight approached from the horizon. As it got closer to us, it resolved itself into a cluster of red, green",1/17/2004
5/9/2000,Salado,TX,Other,4 minutes,"we saw what looked like stars exactly, but were moving, very high, fast and slow, eratic movememts, backwards, zig zag. no way were air",5/11/2000
5/4/2000,Houston,TX,Triangle,8 minutes,Saw a bright hovering light near the Transco Tower.,5/11/2000
5/4/2000,Deweyville,TX,Diamond,10 seconds,A diamond shaped formation of black shiny diamond shaped objects in the middle of the day with no noise.,1/11/2002
4/27/2000,Plano,TX,Triangle,3 seconds,"I saw a craft moving at an incredible speed, from north to south. The object was lit on it's underside, but only in a pattern of a rod.",5/3/2000
4/27/2000,Dallas,TX,Light,10 seconds,April 27 sighting in Dallas TX. Possibly the same object previously reported from Plano TX.,6/21/2000
4/25/2000,Carrollton,TX,Formation,4 mins,I saw what looked to be like a mist coming across the sky to the west of where I was at. As I watched it I saw A formation of what look,5/3/2000
4/20/2000,Joshua,TX,Unknown,,Geen light,1/11/2002
4/20/2000,Austin,TX,Fireball,0:02,objects over central texas so bright look like stars except its broad daylight,6/18/2004
4/13/2000,Texarkana,TX,Other,quick fly by,I was sitting outside in my backyard at night watching the stars as the moon was not out that night.....when from the northeast came wh,5/24/2005
4/6/2000,San Antonio,TX,Light,5-10 seconds,"appeared first as dim satellite, gradually becoming very bright, and finally dimming until no longer seen",4/26/2000
4/6/2000,Arlington,TX,Light,12 Sec.,"Two, bright Green Lights, orbs or UFO's, traveling at a High rate of speed with one orange companion object dancing around the lead obj",4/15/2000
4/6/2000,"Seagoville (City of, and Dallas City)",TX,Circle,4 seconds,Driving on Highway 175 West towards I-635 north beltway of Dallas; less than one-half of a mile to I-635 north exit I saw a flying obje,4/15/2000
4/1/2000,Young City (approx 9 mi. SE of Graham),TX,Disk,01-01.5 minutes,"at first sight, a very bright light aimed horizontially in our direction as we travel south on HWY 16 south of Graham, TX. The light th",2/22/2002
4/1/2000,Dallas/Duncanville area,TX,,30 mins,"Saucer shaped object with red, green, and blue lights observed approx. 1/4 - 1/2 mile away. Object hovered then appeared to land in woo",4/15/2000
3/31/2000,West,TX,Light,20 sec.,"I saw two small round lights flying together as if they were one and then the started to move slightly apart as they flew,then they sto",4/1/2000
3/28/2000,Corinth,TX,Other,15 Sec.,Not like anything any one else has reported...NONE of the characteristics listed below,3/6/2001
3/25/2000,The Woodlands,TX,Unknown,18:01,Donuts on a rope smoke trail in the sky pointing west.,4/1/2000
3/17/2000,San Antonio,TX,Triangle,2 minutes,"Blue ""energy egg"" beamed down from spacecraft over San Antonio Texas eludes airport radar.",12/2/2000
3/16/2000,Houston,TX,Sphere,3 SECONDS,"While taking-off in a 737, I saw an object that looked like a large chrome ball-bearing sitting above a cloud bed.",9/15/2005
3/11/2000,Houston,TX,Sphere,8 sec+-,heading north to south FAST. 2 jets approaching it on either side going FAST from south to north.jets didin't turn around to chase it,3/16/2000
3/9/2000,Houston,TX,Triangle,1 minute,It was night and moved in a straight line from west to east at a steady pace.,5/24/2005
3/1/2000,Houston,TX,Disk,5 minutes,"It was doing something on the woods, mostly because of the cows.",4/27/2007
2/19/2000,Dallardsville,TX,Changing,10 seconds,An object went from the northeast to the southwest. It took the same path as the UFO sighting on 02/16/00. It was lit up like lighteni,2/23/2000
2/16/2000,Dallardsville,TX,Rectangle,30 seconds,I saw something flying over the tree tops. The wings were all lite up and it was shining on the tree tops. Over the wing there was a,2/23/2000
2/11/2000,Houston,TX,Other,2 minutes,Silver thin ribbon like thing going slowly south. Seen in Houston at 10:00 pm. It was spotted in early nov. 2000.,12/9/2000
2/9/2000,Ranger,TX,Light,1 minute,Brief stationary lights above horizon with not movement,2/16/2000
2/8/2000,San Antonio,TX,Other,10 minutes,seen while driving...stationary bluish flashing lights high in sky..pattern involved.,2/16/2000
2/4/2000,Euless,TX,Fireball,APPROX 3 SECONDS,"BRIGHT, NEON GREEN FIREBALL OBJECT STREAKED ACROSS THE SKY; SIGHTED FROM THE HIGHWAY, NEAR DFW AIRPORT IN EULESS, TEXAS, USA.",7/11/2000
2/4/2000,Houston,TX,Triangle,2 Min.,Driving on freeway looked up and saw two steady white lights (like headlights) in the sky. As we passed under the object a third light,2/16/2000
2/3/2000,Sealy,TX,Light,2330,I went out my back ddor at about nine fifty pm and happen to look to the southeast about at a 25 degree angle and saw a light changing,2/16/2000
2/1/2000,Houston,TX,Chevron,30 seconds,2 boomarangs high and fast over houston on night of lunar full eclipse,4/1/2000
1/25/2000,Edinburg,TX,Light,?,"Due to the hight of it's location, the objects had 3 things in common. 1. dimming of light, 2. shifting it's destination, and 3. co",11/20/2002
1/20/2000,Houston,TX,Diamond,45 seconds,two diamond shaped 'craft' during eclipse,1/22/2000
1/20/2000,Houston (Clear Lake Area),TX,Triangle,within a 15 sec. span,Observed two triangular (side by side) profiled object during eclipse..,2/16/2000
1/19/2000,Alvin,TX,Unknown,2 SEC,A SINGLE STREAK OF BLUE/WHITISH GLOW MOVED ACROSS THE SKY,1/22/2000
1/18/2000,Blackwell (08 mi. north of),TX,Light,30 sec.,"Light, like a star moving fast and staright.",12/23/2002
1/15/2000,Channelview,TX,Unknown,1 hour,I was arriving home from work on the night of 1/15.I happened to look up to see two two large chemtrails crossing each other.I knew tha,1/22/2000
1/15/2000,Houston,TX,Triangle,15 seconds,"triangle object bearly moving,then almost disappears,then dozens of aircraft start appearing and circling sky",4/15/2000
1/15/2000,Longview,TX,Cigar,Two min.,"I was standing on my patio looking around my back yard, I glanced up straight ahead. Not up to the sky.I saw two very large red lights",1/22/2000
1/14/2000,Houston,TX,Disk,2 mins,Disk shaped object observed at close proximity by two adult females and one juvenile male.,1/22/2000
1/10/2000,Conroe,TX,Light,more than 30 min,"three lights in triangl form moved in "" L "" shape patern.....seemed to be one object....",9/2/2005
1/9/2000,Amarillo,TX,Light,ongoing,Stationary light,2/16/2000
1/4/2000,Coleman,TX,Fireball,30 minutes,"Light in the sky - much larger than a star, and looking like a flare gun's flare, but suspended in place. Would flicker out and then r",1/22/2000
1/1/2000,Houston (NW ),TX,Sphere,10 sec,Bright green sphere hovering then accellerating exponentially.,1/22/2000
1/1/2000,Houston,TX,Flash,5 seconds,"Myself and a friend were driving east on Loop 610 South in Houston near I-45. As we drove up the elevated roadway, our eyes were natur",1/7/2000
1/1/2000,Laporte,TX,Other,10 sec,"Spotted unusually shaped, unlit object moving north.",2/16/2000
12/29/1999,D'Hanis,TX,Unknown,20 minutes,"5 miles South of D?Hanis, Texas on Farm to Market Road (FM) 2200 December 29, 1999 approx. 5 AM I stepped out of the back door and stoo",2/16/2000
12/28/1999,Dallas,TX,Unknown,1-2 minutes,Saw very large object emerge from behind a hill in front of me on 408 Spur. Long row of lights too bright for me to see shape of craft,4/26/2000
12/25/1999,Pleasanton,TX,Cigar,2 min,going outside to say goodbye to family when I looked into the sky and seen two lights one front of the other. Knowing to myself it look,1/7/2000
12/19/1999,Houston,TX,Disk,5 minutes,I spoted a copper/amber colored object moving from the se to the west. Observed it through a telescope. Seen a cluster of 15 to 20 disk,1/7/2000
12/15/1999,Katy,TX,Fireball,aprox. 8 seconds,looked like a really BIG .. long lasting.. blue/green shooting star. appeared from top of my windshield and vanished in the distance.,2/16/2000
12/9/1999,Big Spring,TX,Light,15-20 min,"The first appeared from the south as a light. I first thought it was a meteor, but then it turned east, and then went west. It slowly w",1/7/2000
12/7/1999,Emory,TX,Sphere,3 seconds,Earlier event Your log 9/8/98 2130 observed again. Was watching a very faint satellite track south to north when it reflected sun extr,3/16/2001
12/5/1999,"Dallas /Ft. Worth area, South of the",TX,Light,5 min,I was traveling north on Hwy 342 when I looked to the West and saw 5 to 6 lights traveling horizontally south.,12/16/1999
12/1/1999,Pasadena (outside Houston),TX,Flash,4 seconds,a very large bright flash that moved to the right very fast than got smaler then disapered. it was about 150 yards in the sky.,12/16/1999
11/28/1999,San Antonio,TX,Unknown,10-15 minutes,A humming noise and then a bright light in the sky which I saw at home at an appartment complex on northside east SA tx off HW1976,2/24/2007
11/27/1999,Colleyville,TX,Light,1 hour 20 min,"I was alerted by my son by a phone call that he spotted a UFO in the Northeast sky that was red, green and white lights which separated",11/30/1999
11/25/1999,Angleton,TX,Light,a few seconds,"Driving home from fishing, and saw a light in the sky.",11/30/1999
11/20/1999,Austin,TX,Formation,<10 sec,Three dome shaped lights. One craft or three I don't know.,11/23/1999
11/18/1999,Lake Whitney - 90 miles south/west of Dallas,TX,Light,30-45 sec.,"We were lying on the ground watching the meteor shower and the stars, when one star appeared to get brighter and started moving what ap",11/23/1999
11/18/1999,Houston,TX,Formation,20 seconds,Seven blueish discs flying in V formation making no sound.,5/24/2005
11/18/1999,Houston,TX,Circle,20 seconds,While observing the Leonid Meteor Shower I saw 7 or 8 luminous circles flying in a V formation east to west moving very fast and making,11/30/1999
11/18/1999,Houston,TX,Triangle,15 seconds,see below,11/23/1999
11/17/1999,Fort Worth,TX,Cylinder,A couple of minutes,I was driving east in SW Fort Worth when I saw a large object in the sky in front of me. All of a sudden it just disappeared and then,11/17/1999
11/16/1999,Houston,TX,Light,45 seconds,"walking s-se I noticed an unnatural light in the sky s-se about 30 degrees. Motionless, obvious to be a great distance away",11/23/1999
11/16/1999,Dallas,TX,Flash,2 seconds,A real big green flash in the western sky,11/30/1999
11/14/1999,Haltom City,TX,Changing,slow,going outside with the dogs we saw a half circle moving over sky changed shape look like a blue smoke very slow moving,11/17/1999
11/14/1999,Cumby,TX,Unknown,5 minutes,Two adults and one child witnessed a bright object moving in a snake like pattern across the sky then quickly fading away.,11/17/1999
11/14/1999,Addison,TX,Triangle,5 seconds,I saw a black Triangle containing 6 lights traveling due south for about 5 seconds before it disappeared,11/17/1999
11/11/1999,Pflugerville,TX,Light,30 secs approx,"A white light, thought it was a satellite, passed overhead from west to east. When straight overhead, the single light turned into two",11/17/1999
11/9/1999,The Colony,TX,Flash,30 seconds,"I saw a sudden flash on a nearby pond, looked up and saw a white light with a greenish tinge",11/17/1999
11/9/1999,Killeen/Fort Hood,TX,Light,3 minutes,"Extremely bright light in sky, due East of Killeen, Fort Hood area.",11/17/1999
11/8/1999,Austin,TX,Unknown,20 minutes,"I witnessed an extremely bright, pulsing object at approx. 3000 ft, slowly descending and then accelerating - this object was completel",11/17/1999
11/8/1999,Hurst,TX,Triangle,NIGHT,I WAS AT HOME ON THE DRIVE WAY AWAKE .,5/24/2005
11/3/1999,Amarillo,TX,Circle,30min,"It was warm out at first it appiered to be a weatherballon (I thoughtdue the HIgh P.)My sister , mother and I pulled to eat in parking",11/9/1999
11/1/1999,Clear Lake,TX,Changing,5-10 seconds,"AN OBJECT SEEN THAT SEEMED TO CHANGE SHAPE IN FIGHT, THERE WAS NO SOUND AND IT WAS TRAVELING AT A HIGH RATE OF SPEED. IT WAS ONLY VISIB",11/9/1999
11/1/1999,Notrees (close to Odessa TX),TX,Light,1 hour,"Several people reported seeing bright lights outside Notrees TX. Reports from KCHX, KMRK radio and KOSA TV CBS.",11/9/1999
11/1/1999,Walker County (not in city),TX,Circle,over an hour,"A dozen or more red balls in the middle of the day, forming, hovering, seperating, then spiraling straight upward over a pasture.",11/21/2010
10/31/1999,Houston,TX,Cylinder,One min.,"Object with bright lights(white) on both ends, with a red in blue light just behind the white lights on both ends. Moving slowly north",11/9/1999
10/30/1999,Smithville,TX,Circle,25sec,i was taking dog for walk and was noticing how pretty sky was when i noticed an red-orange glow in the sky.,11/2/1999
10/27/1999,Austin,TX,Oval,5 minutes,"A man and his two kids see a clear UFO less than a mile away during an autumn evening in Austin, Texas. Dazed deer present.",2/24/2007
10/26/1999,Carthage,TX,Triangle,2hr,I was traveling west on Hwy 79 and there was a super-bright star in the sky with a light going up the back and two red lights on the si,11/2/1999
10/26/1999,Dallas,TX,Triangle,1.3min,triangular object flying east with bright lights,10/12/2001
10/26/1999,DFW Airport (north of) (Dallas),TX,,60 sec,"Triangular ""formation"" of 3 very bright white lights above 37,000 feet.",10/12/2001
10/25/1999,Arlington,TX,Sphere,couple of minutes,"coming on to I-20 going toward dallas, i saw what looked like a black ball suspended over the shopping mall complex to my left.",11/17/1999
10/20/1999,Temple,TX,Cylinder,10 minutes,Just after sunset saw bright glowing object in western sky at 30 deg. above horizon. Smaller bright lights appeared and disappeared ne,11/2/1999
10/19/1999,Round Rock,TX,Sphere,more than 5 min.,"800 ft away, I now know the truth",10/30/2006
10/16/1999,Houston,TX,Oval,20 seconds,"Flying object similar to blimp shaped like rounded football, illuminated from within.",10/19/1999
10/16/1999,The Colony,TX,Triangle,15 seconds,Streaking light seen overhead. Went from a standstill(hover?) position and then streaked off in a flash.,11/17/1999
10/15/1999,Copeville,TX,Triangle,30 seconds,"Triangular shaped, green lights, seen when investigating why dog was whining. Missing time later.",10/19/1999
10/15/1999,Breckenridge,TX,Other,2-3min,Craft came over on a dark but clear night.It was moving south east to north west.,1/11/2002
,,,,,,
,,,,,The craft was a vee shape but not the sahpe of the,
10/14/1999,El Paso,TX,Triangle,20 minutes,I WENT TO THE BACK YARD WITH THE DOG AND LOOKED AT THE MOON AS I WAS COMING BACK TOWARD THE HOUSE. THE MOON WAS IN THE SSW OF THE SKY A,10/19/1999
10/11/1999,Montgomery,TX,Light,1hrs,Pinpoint of light travelled from east to west breifly then hovered for about an hour then disappeared.,10/19/1999
10/10/1999,Dallas,TX,Other,10 seconds,group of twinkling lights at high altitude,11/20/2001
10/9/1999,Harker Heigts,TX,Other,3 min,"I was walking with my dog in a clear night, when I saw somthing mocing in the sky, without a noise, like an airplane, moving straight f",10/19/1999
10/8/1999,Tyler,TX,Flash,16 minutes,Stationary object flashed white light about once every nine seconds from southern sky at a inclination of about 75 degrees. We perceiv,10/19/1999
10/7/1999,Austin,TX,Other,3Mins,It appeared from my vantage point to be like a large metorite but it was traveling too slow and the angle was all wrong. My best descri,11/9/1999
10/6/1999,Angleton (5 miles north),TX,Cross,5 minutes,"Vertical, symmetrical key-shaped or awl-shaped, terrestrial (?) craft, as outlined by 8-to-10 red lights.",9/6/2002
10/5/1999,Houston,TX,Chevron,1-2 minutes,"I saw an object chevron shaped in the evening sky, moving southwest. I live southwest of Bush Intercontinental airport and was watching",10/19/1999
10/4/1999,Houston,TX,Egg,19:54,Saw what at first appeared to be 2 stars in the horizon.,10/19/1999
10/3/1999,Duncanville,TX,Triangle,30 minutes,Between approx. 8:20 and 8:55 pm I saw four (4) things in the sky. 1)an object that was large and triangle shape move fast and silent.,10/19/1999
10/1/1999,San Antonio,TX,Fireball,30 seconds,Observed amber bright light decending for apx. 20 seconds.,10/19/1999
9/29/1999,Lubbock,TX,Other,2 seconds,"Meteor looking object, very bright. Visible only 2 seconds after which it vanished. Suspected meteor however it's trajectory was North",10/2/1999
9/24/1999,Euless,TX,Unknown,1 minute,Observed unknown objec exhibit instantanious accelleration and decelleration in airspace near DFW airport,10/19/1999
9/21/1999,Chatfield,TX,Oval,1 hour,I WAS ABDUCTED INTO AN AIRCRAFT AND USED FOR EXPERIMENTS BY UNKNOWN BEINGS.,2/22/2005
9/19/1999,Cleveland,TX,Cigar,15min,coming down new salem road saw objects in sky again..only three cigar shape with lights going around,10/2/1999
