Date,Location,State,Shape,Time,Summary,Upload Date
4/13/2004,San Antonio,TX,,photo only,digital photo only,4/27/2004
4/13/2004,Crockett,TX,Unknown,30 Seconds,"Unidentified Earth Object UEO, seen in Crockett, Texas.",12/12/2011
4/8/2004,Houston,TX,Cylinder,10 seconds,UFO over Houston park,4/27/2004
4/7/2004,College Station,TX,Formation,10 Sec,6 dots moved across the sky and faded out.,4/9/2004
4/7/2004,Port Mansfield,TX,Cone,3 SECONDS,"LARGE VERY BRIGHT SPHERE ,AS BRIGHT AS A FLASH BULB.",4/27/2004
4/7/2004,Austin,TX,Light,5 seconds,It seemed remarkable as it didn't look like any shooting star or object we had ever seen.,4/27/2004
4/4/2004,Corpus Christi,TX,Triangle,,The triangle would fly at fast speeds then it would stop and shine a bright blue beam down on houses.It did it about five times then it,4/9/2004
4/1/2004,Duncanville,TX,Egg,5min,red orbs going west very fast whistling,4/9/2004
4/1/2004,League City,TX,Disk,5minutes,i thought they were birds at first buzzing around. But then they started to make these weird formations. And then i saw some reflecti,4/9/2004
4/1/2004,El Paso,TX,Cigar,20 seconds,SUN LIGHT BLINKING LIGHT,4/9/2004
3/30/2004,Harker Heights,TX,Light,ongoing,Hovering and flashing object at a distance in the night sky,4/9/2004
3/25/2004,Fischer,TX,Egg,15 minutes,"Texas Hill Country apparent mapping or topographic ufo flying north to south and then east to west straight lines, no lights, no sound",4/9/2004
3/25/2004,Fischer,TX,Egg,15 minutes,"Hill Country Texas apparent mapping or topographic ufo flying north to south and then east to west straight lines, no lights, no sound",4/9/2004
3/19/2004,Austin,TX,Light,45,Me and my borth were going east on 360 when we saw a light. The light was about 60%up and to the southeast just off the corner of my e,4/27/2004
3/18/2004,Houston,TX,Circle,10 minutes,"I did not see a UFO last night, but now I can attest to how a person could mistake Venus for one. Even through the overcast last night",3/23/2004
3/15/2004,Faben (50 mi east of El Paso),TX,Disk,5 minutes,"I witnessed 3 silver, disc-shaped objects that were at a very high altitude which hovered and at times made a triangular formation.",4/27/2004
3/15/2004,Mansfield,TX,Light,10 Minutes,Driving home this weird light was trippy.,8/24/2004
3/6/2004,Beaumont,TX,Disk,05 minutes,waiting for crane at chemical plant late afternoon object left no vapor trail every other air craft in area left one,3/9/2004
3/6/2004,Houston,TX,Formation,15 minutes,triangle formation seen for about fifteen minutes hovering clear blue sky,3/17/2004
3/5/2004,Houston/Dallas (between),TX,Diamond,1:30-2:00,"saphe of diamond changing color ,moving very fast side to side very brigth",3/17/2004
3/4/2004,El Paso,TX,Changing,,"far east el paso sighting on march 4, 2004 ((NUFORC Note: Sirius?? PD))",3/9/2004
2/29/2004,Grapevine,TX,Changing,2MIN,SHAPE CHANGING OBJECT ON FIXED COURSE.,3/2/2004
2/26/2004,Aledo,TX,Disk,10 minutes,1 DISC shaped object - did not seem to be controlled,3/2/2004
2/25/2004,Spring,TX,Diamond,5min 30 sec,something flew over house and unmarked helicopters chased after it.,3/28/2004
2/23/2004,Bastrop,TX,Fireball,3 sec.,I saw a green ball of light with an orange tail for 3 sec. in central Texas.,3/9/2004
2/22/2004,Denton,TX,Light,2 minutes,I was returning from doing some star gazing with a new spotter scope I have. I was traveling on Hwy 380 traffic was light. Off to my l,4/27/2004
2/21/2004,Houston,TX,Changing,10 mins,I saw several high flying objects hovering in the clear blue sky and make a formation before disappearing.,3/2/2004
2/20/2004,Lewisville,TX,Unknown,seconds,Series of Sonic Booms over Southern Denton County just north of Dallas,3/2/2004
2/18/2004,Round Rock,TX,Other,30 seconds,Jigsaw Puzzle shape coming from the North..Heading south...Low Orange Glow,3/2/2004
2/16/2004,The Woodlands (N. Houston),TX,Light,Approx 1 Hr,"Stacked Flashing Lights in The Woodlands, Texas",3/2/2004
2/15/2004,San Antonio,TX,Circle,4 minutes,Two circle crafts performing gravity defining manuvers.,3/2/2004
2/8/2004,Houston,TX,Sphere,20 minutes,Small reddish spherical object that flashed red at varying intensities and intervals and that seemed to slightly wobble laterally,3/9/2004
2/5/2004,Lake Jackson,TX,Circle,an hour and a half,I was out walking my dog at 8:00 pm when I saw this very bright light coming over the tree tops.,3/2/2004
2/4/2004,San Marcos,TX,Teardrop,30 seconds,Saw huge object less than 500 feet from ground started to emerge from overcast of clouds,2/12/2004
2/2/2004,Waxahachie,TX,Sphere,10 secconds,"Bright, red colored Spere, sounded like a train, seen twice",3/9/2004
1/29/2004,Houston,TX,Light,3 hrs,fairly bright lights 8 or 9 circling chaoticly yet defined forming a line once north to south another time west to east exactly given,1/31/2004
1/27/2004,Mexia,TX,Fireball,app. 3 min.,flaming ball of fire,2/12/2004
1/27/2004,Corpus Christi,TX,Circle,30 min,It was blinking. ((NUFORC Note: Possible description of Sirius? PD)),1/31/2004
,,,,,((NUFORC Note: Possible description of Sirius? PD)),
1/26/2004,San Antonio,TX,Other,3MIN,ON 1-26-04 6:12PM SAW A ROUNDBALL WITH ORANGE/YELLOW GLOW INCENTER. HAD 2 TRAIL LINES TO IT AS CAME CLOSER ORANGE/YELLOW ( S/W DIREC,1/31/2004
1/25/2004,Uvalde (north of),TX,Unknown,,It was so beautiful,1/31/2004
1/23/2004,Dallas/Fort Worth,TX,Light,10 min,Three bright round lights at high altitude hovering in the sky adjacent the airliner I was in. Moved very little,6/4/2004
1/23/2004,Rockwall,TX,Other,a few minutes,"January 2004 , two sigtings, 3 objects",1/31/2004
1/21/2004,Rockwall,TX,Other,a few minutes,"January 2004 , two sigtings, 3 objects 9 ( correction 1st date was actually wrong) seen on 21st and 23rd",1/31/2004
1/19/2004,"Moody/McGregor (between, rural )",TX,Other,2 minutes,Blimp-shaped object moving slowly over a rural area on a clear day in mid-morning,1/31/2004
1/13/2004,Houston,TX,Oval,10 minutes,"5 Ships hovering near my home, attempting to communicate. 4 Silver and 1 White.",1/17/2004
1/12/2004,El Paso,TX,Triangle,7 mins,A triangular object that didnt make a sound seen at a low level around El Paso,1/17/2004
1/9/2004,Coppell,TX,Light,2 seconds,Light object flying toward ground,1/19/2005
12/30/2003,Lancaster,TX,Light,ongoing,Bright planet or satellite above horizon near Dallas-VERY bright,1/17/2004
12/23/2003,Borger,TX,Other,5 sec.,"Boomerang object, no sound",1/17/2004
12/21/2003,Mesquite,TX,Unknown,5 seconds,Solid grey object moving fast over house,1/17/2004
12/20/2003,Paris,TX,,15 minutes,Humming and 3 Red Floating Spheres in my son's room,7/25/2004
12/19/2003,Austin,TX,Unknown,seconds,"Gliding silver object there one second, gone the next",1/17/2004
12/19/2003,Austin,TX,Changing,45 seconds,"2 blue-lit conicle objects rotate around each other and then ""morph"" into 1 object and disappear.",1/17/2004
12/17/2003,Jonestown,TX,Rectangle,3 min,A rectangle of lights that floated across the sky.,12/19/2003
12/17/2003,Jonestown,TX,Light,4 min,"There were 3 lights, 2 white and 1 red that strobed occasionally and no sound.",12/19/2003
12/16/2003,Glen Rose,TX,Triangle,,HBCCUFO CANADIAN REPORT: Triangle carft observed by TXU Nuclear Power Plant.,12/19/2003
12/16/2003,Glen Rose,TX,Triangle,4-5 min,Triangular shaped object spotted in Texas night sky,12/19/2003
12/16/2003,New Braunfels,TX,Oval,20 seconds,"oval shaped, various random colors, S like flight pattern, vanished.",12/19/2003
12/16/2003,Glenn Rose,TX,Triangle,,nuc power plant shut down near time of ufo siting,1/17/2004
12/15/2003,Palestine,TX,Light,1 hour,Bright lights continually making the sign of the cross,8/24/2004
12/15/2003,Jewett,TX,Light,15 minutes,"three bright lights motonless for minutes, then sped away",4/27/2004
12/12/2003,Houston,TX,Other,10 Minutes,Perfectly Straight Light Line in the Sky above the Cloud Level. Looked like a crack in Sky.,1/17/2004
12/11/2003,Houston,TX,Light,10 minutes,"The lights were long, slinder, fire orange in color, and pulsated in brightness.",12/19/2003
12/11/2003,Houston,TX,Light,10- 15 minutes,Two Suspened orange vertical lights in the sky in the east.,12/19/2003
12/11/2003,Sherman,TX,Light,5-7 Seconds,"Who: Myself - Overnight Security What: Observed Light - exactly like in previous sighting in the area - green in color, no trail, movi",12/19/2003
12/11/2003,Houston,TX,Unknown,2 minutes,while playing a game my friends and i saw two cigar shaped golden orange objects in the horizon.,12/19/2003
12/10/2003,Corpus Christi,TX,Circle,About 45 minutes,Bright hovering object.,12/19/2003
12/4/2003,Crawford,TX,Other,10 minutes,Glowing Lights Over President Bush's Ranch,9/29/2004
12/3/2003,Natalia,TX,Sphere,1 hr and 30 min.,1 illuminated orb.,3/1/2004
,,,,,,
,,,,,Stationary near watertower on hillside.,
,,,,,,
,,,,,90 min. of video taken.,
12/3/2003,Southlake,TX,Oval,5-10 minutes,Oval with a red light at the bottom. Flying at an angle.,12/9/2003
11/26/2003,Wichita Falls,TX,Chevron,3 mins,"Chevron shaped object observed over Wichita Falls, TX.",12/9/2003
11/24/2003,Laredo,TX,Circle,15 SEC,UFO sighted over U.S - Mexico border town.,11/26/2003
11/24/2003,Kaufman,TX,Sphere,20 secs,"While watching jets,saw sphere and video-taped",12/9/2003
11/20/2003,Lewisville,TX,Circle,3 min,Very small Yellow circular object moving toward the east at a slow pace,11/26/2003
11/19/2003,Austin,TX,Light,10 minutes,They were all the same magnitude brightness and not one object.,11/26/2003
11/19/2003,Dallas,TX,Light,over 1 hr.,Light in the Western Sky,11/26/2003
11/19/2003,Dallas,TX,Light,over 1 hr.,"Earlier during the day on the 19th of November at about 2:05 pm, I saw a gray cylinder that resembled a fuselage without any wings goin",11/26/2003
11/19/2003,Coppell,TX,Unknown,5 minutes,i saw eight flashing dots like stars changing colors from red to silver,11/26/2003
11/19/2003,Arlington,TX,Triangle,5 minutes,large triangular ship moving slowly on it's path,11/26/2003
11/18/2003,Los Fresnos,TX,Sphere,5-10 secs,Spherical light seen headed due East towards the Gulf Of Mexico. Extremely fast with no apparent noise sound/emmitted.,11/26/2003
11/16/2003,Texas City,TX,Unknown,1 minute approx.,"Saw straight line star color objects moving at a high rate of speed from south to north;moving too fast to be bird formation,also maint",11/26/2003
11/12/2003,Tomball,TX,Triangle,1 minute,v shaped almost triangles moving across the sky,11/26/2003
11/7/2003,El Paso,TX,Sphere,45 seconds,round object moving very slowly has no kem trail while another obvious jet does dissapears then NASA's jets start flyin around.,11/8/2003
11/7/2003,Horizon City,TX,Light,3 minutes,Bright star like object,11/26/2003
11/5/2003,Mabank,TX,Oval,5 Seconds,It came up from the pasture and darted toward the car. It had a yellow glow around it.,9/29/2004
11/4/2003,The Colony,TX,Unknown,ongoing,"Spherical cell formation, to strange lights and aircraft in the sky, and now actual beings amongst us.",11/8/2003
11/2/2003,Dallas,TX,Flash,3 seconds,Very bright light (almost green) fell out of the sky and then disappeared in a very well-lit area. Did not look like a shooting star.,11/8/2003
11/2/2003,Spring,TX,Unknown,1 minute,There were pulsed white light surrounding an object with circular blue lights with a ring of red and white light underneath.,11/8/2003
10/31/2003,Spurger,TX,Disk,45 min.,45 minutes left to right and circular motion seen several times since,11/26/2003
10/31/2003,DeKabe,TX,Circle,45 sec.,"1 black object with 2 lites, no sound, hovered nearly over us. Came from the south west, stopped. moved south.",12/9/2003
10/31/2003,Baytown,TX,Other,10 to 15 minutes,"off ""v"" shaped, non-reflective, huge in size, did not make any sounds",12/16/2005
10/28/2003,Marfa,TX,Triangle,Photo shot,Digital photo of possible flying triangle over Marfa Tx 10-28-2003,8/24/2010
10/28/2003,Atkins,TX,,,This is in reference to an entry you posted on 2/01/03. The informant wrote about a green light he and his grandson saw as they watched,10/31/2003
10/26/2003,Allen,TX,Unknown,2mins,"this afternoon while sitting outside on my patio, I saw it again, last week I saw it and now again!! it is like the shape of a boomeran",10/31/2003
10/25/2003,Killeen,TX,Sphere,3 seconds,Spherical object that emitted a blinding white light.,10/31/2008
10/24/2003,El Paso (East),TX,Disk,not known,An unknown object was seen floating in a deserted place not far from homes.,10/31/2003
10/24/2003,Alice,TX,Light,5 min,"Tiny fast moving ball of light, also an airplane flying nearby but had NO landing lights visible",10/31/2003
10/24/2003,Houston,TX,Rectangle,10 seconds,Strange Happenings in Houston 2003,10/31/2003
10/24/2003,Hurst,TX,Triangle,2 hours+ and still going,Triangular shape light in Hurst texas that stayed making small movements for over 2 hours ((NUFORC Note: Twinkling star?? PD)),10/31/2003
10/23/2003,Houston,TX,Light,2 minutes,Mundane Satellite?,10/31/2003
10/21/2003,Austin,TX,Oval,5 minutes,"An oval, saucer-shaped object moving slowly with brilliante colors of light flashing.",10/31/2003
10/20/2003,Austin,TX,Teardrop,3 to 5 minutes,"Teardrop/triangle silver and shiny object moving at slow steady speed in perfect weather during broad daylight in Austin, TX.",10/31/2003
10/19/2003,Center,TX,Oval,10 seconds,Odd Object in the Sky Over Northeast Texas in Broad Daylight,10/31/2003
10/19/2003,Laredo,TX,Sphere,25 MIN,Metallic sphere seen by many over Laredo Texas.,10/31/2003
10/18/2003,Austin,TX,Other,20,"Slow-moving high-altitude object seen in Austin, Texas the evening of October 18th.",10/31/2003
10/18/2003,Liberty,TX,Light,2 seconds,Lit object spotted near aircraft.,10/31/2003
10/18/2003,Bedford,TX,Rectangle,about a minute,on the drive home from work at the airline i work for i started seeing movement in my forward vision. Iwas driving and looking almost d,10/31/2003
10/18/2003,Mason,TX,Light,still,"Looking to the East, it looks like a ""sparkler"" type fireworks, it is radiating blue, green, silver and red light, it's hovering. And i",10/31/2003
10/17/2003,Richardson,TX,Circle,20 minutes,"It has been several years since I saw a hovering large ball outside, barely moving, for several days. Last night, while reading in my l",10/31/2003
10/17/2003,Dallas,TX,Unknown,5 minutes,"I noticed a ""plane"" headed directly for my building at some distance thought nothing of it until it got closer and I kept an eye on it",10/31/2003
10/15/2003,Weatherford,TX,Changing,2 to4 minutes,Myself and a friend were standing outside on the west side of our place of employment when he said to me what in the what hell is that.,1/17/2004
10/13/2003,Houston,TX,Light,10 mins,Objects that zip in and out,10/15/2003
10/12/2003,Dallas,TX,Sphere,5 minutes,Luminous translucent red sphere,10/31/2003
10/5/2003,Rio Grande City,TX,Cigar,5 sec,"Large cigar object floats and disappears over texas brushland, all in five seconds",2/12/2004
10/2/2003,Kerrville,TX,Circle,15 seconds,first i saw 8 white lights in a V formation of wich i thought to be one single craft with the 8 lights on it .then they moved west towa,10/7/2003
9/30/2003,Hestes (Union Pacific RR siding between Hutto and Tayl),TX,Oval,about 10-12 seconds,"Oval shaped object like a domino with rounded cormers with rows of white lights, moving at high speed.",10/7/2003
9/30/2003,Texas (east; above),TX,Cylinder,10 MINUTES,Giant Silver Cylinders Falling in East Texas sky.,10/30/2006
9/28/2003,Houston,TX,Cylinder,2 - 3 minutes,Object had no wings or tail and made no sound. It appeared cylindrical and at times disc like. We saw it in daylight in a clear sky,10/7/2003
9/28/2003,Richardson,TX,Formation,30 seconds,three lights moving in formation from north to south,9/28/2003
9/27/2003,Frisco,TX,Triangle,4 to 5 minutes,"Triangle, moving south from the north, not moving very fast, I was completely sober and my wife saw it too.",9/28/2003
9/27/2003,DeKalb,TX,Triangle,3 minutes,3 bright white lights in a triangle moving slowly then dimming out,10/7/2003
