FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.223721,223721,912340467,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI6,Comets Hole,-31.5391,159.0654,2012-02-21T00:00:00,4,Chordata,Elasmobranchii,Dasyatidae,Dasyatis thetidis,1,1,RSS,POINT (159.06543 -31.53908)
M1_DATA.223735,223735,2001294,Australia,Cape Howe,Temperate Australasia,JBMP-S26,Outer Tubes,-35.0877,150.799,2009-03-16T00:00:00,10.1,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,AJB,POINT (150.79903 -35.08773)
M1_DATA.223831,223831,507003217,Panama,Nicoya,Tropical Eastern Pacific,ETP93,Jicarita Sur,7.2032,-81.7987,2011-06-04T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,2,MLD,POINT (-81.79869 7.20322)
M1_DATA.245466,245466,2001525,Australia,Cape Howe,Temperate Australasia,JBMP-S26,Outer Tubes,-35.0877,150.799,2010-03-29T00:00:00,10.1,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,3,JJO,POINT (150.79903 -35.08773)
M1_DATA.245825,245825,506003360,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP117,Punta Ulloa (d) Cocos,5.5502,-87.0331,2006-09-08T00:00:00,7,Chordata,Elasmobranchii,Dasyatidae,Taeniura meyeni,2,1,GJE,POINT (-87.0331 5.550215)
M1_DATA.246182,246182,593003465,Ecuador,Northern Galapagos Islands,Tropical Eastern Pacific,ETP248,Wolf Fondeadero (2),1.3798,-91.8183,2008-05-10T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,1,RP,POINT (-91.8183 1.37978)
M1_DATA.246353,246353,3000075,Australia,Cape Howe,Temperate Australasia,CHMP-S2,Howe Border,-37.5071,149.9786,2009-03-02T00:00:00,9,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,AJW,POINT (149.9785678 -37.50712451)
M1_DATA.246369,246369,2001220,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2010-09-12T00:00:00,7,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,2,TRD,POINT (152.19493 -32.74057)
M1_DATA.247429,247429,7002860,Australia,Bassian,Temperate Australasia,TAS85,Refuge Island,-42.1808,148.2594,2011-01-13T00:00:00,9,Chordata,Elasmobranchii,Urolophidae,Urolophus cruciatus,2,1,SYB,POINT (148.2594 -42.18081)
M1_DATA.247499,247499,912340306,Australia,Manning-Hawkesbury,Temperate Australasia,PS29,Boat Harbour North,-32.7876,152.1143,2012-04-14T00:00:00,5.1,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,2,1,TRD,POINT (152.11426 -32.78755)
M1_DATA.247521,247521,2001919,Australia,Manning-Hawkesbury,Temperate Australasia,SYD3,Clarke Island,-33.8633,151.242,2010-02-21T00:00:00,2,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,1,AEF,POINT (151.24196 -33.86328)
M1_DATA.247808,247808,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.3576,-82.2716,2015-04-08T00:00:00,8,Chordata,Elasmobranchii,Urolophidae,Urobatis jamaicensis,1,1,RSS,POINT (-82.271572 9.357578)
M1_DATA.248057,248057,506003363,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP119,Isla Manuelita afuera (s) Cocos,5.561,-87.0485,2006-09-08T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,3,GJE,POINT (-87.048517 5.56095)
M1_DATA.248230,248230,912340352,Australia,Manning-Hawkesbury,Temperate Australasia,PS15,Kingsley Point,-32.7914,152.1078,2012-08-23T00:00:00,8,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,TRD,POINT (152.10784 -32.79135)
M1_DATA.248279,248279,912343068,Australia,Manning-Hawkesbury,Temperate Australasia,PS29,Boat Harbour North,-32.7876,152.1143,2013-07-06T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,2,TRD,POINT (152.11426 -32.78755)
M1_DATA.248350,248350,2001183,Australia,Manning-Hawkesbury,Temperate Australasia,SYD30,Chowder Bay ,-33.8417,151.254,2009-03-28T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,100,AJG,POINT (151.253968 -33.841655)
M1_DATA.232673,232673,912344579,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2014-11-12T00:00:00,15,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,AJW,POINT (148.78351 -37.81905)
M1_DATA.232710,232710,912342992,Australia,Manning-Hawkesbury,Temperate Australasia,PS41,Boondlebah Island West,-32.708,152.225,2013-04-06T00:00:00,10.8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,TRD,POINT (152.225 -32.708)
M1_DATA.232729,232729,912342413,New Zealand,Kermadec Island,Temperate Australasia,KER13,Dougall Rock,-29.2963,-177.9152,2013-01-01T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,3,GJE,POINT (-177.91518 -29.296268)
M1_DATA.232821,232821,912342150,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP56,Toau Bommie (61MLD),-15.9408,-145.9148,2012-07-01T00:00:00,8,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,3,MLD,POINT (-145.91479 -15.9408)
M1_DATA.232947,232947,912342522,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2012-07-21T00:00:00,12,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.233013,233013,2001423,Australia,Cape Howe,Temperate Australasia,NSW3,Mowarry Point S,-37.1431,150.0057,2008-12-09T00:00:00,10,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,AJG,POINT (150.00569 -37.14306)
M1_DATA.233119,233119,912342755,New Zealand,Northeastern New Zealand,Temperate Australasia,PAC86,Deepwater Cove North,-35.192,174.2947,2012-10-10T00:00:00,8,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,IVS,POINT (174.294667 -35.19195)
M1_DATA.233297,233297,2002684,Australia,Cape Howe,Temperate Australasia,JBMP51,The Gap,-35.1204,150.7636,2011-04-17T00:00:00,5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,MGM,POINT (150.76357 -35.12037)
M1_DATA.233302,233302,8000654,Australia,Bonaparte Coast,Central Indo-Pacific,NT12,The Grottos,-12.4073,130.7922,2009-08-30T00:00:00,8,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,KDS,POINT (130.7922 -12.4073)
M1_DATA.250434,250434,912345896,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD107,Morning Maze,-10.0663,143.8745,2015-12-06T00:00:00,6.2,Chordata,Elasmobranchii,Ginglymostomatidae,Nebrius ferrugineus,1,1,KHVT,POINT (143.87446 -10.06631)
M1_DATA.250509,250509,912345843,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD95,Bourke Islet W,-9.8802,143.4815,2015-11-28T00:00:00,6,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,2,AJG,POINT (143.4815 -9.88024)
M1_DATA.250641,250641,2002398,Australia,Manning-Hawkesbury,Temperate Australasia,PS3,Cabbage Tree Island West,-32.6888,152.2222,2010-11-21T00:00:00,7.5,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,2,1,TRD,POINT (152.22218 -32.68884)
M1_DATA.250708,250708,912343270,Australia,Coral Sea,Central Indo-Pacific,CS111,Tregrosse Outlier Reef,-17.713,150.7345,2013-06-18T00:00:00,11,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (150.7345 -17.71298)
M1_DATA.250740,250740,912340224,Australia,Cape Howe,Temperate Australasia,BMP-S10,Shark Gutter NE Tollgates,-35.7501,150.262,2012-02-13T00:00:00,10.2,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,WCB,POINT (150.26204 -35.75012)
M1_DATA.250745,250745,2001147,Australia,Cape Howe,Temperate Australasia,NSW19,The Gantry Bawley Point,-35.5047,150.3961,2008-06-11T00:00:00,6,Chordata,Elasmobranchii,Dasyatidae,Dasyatis thetidis,1,1,AJG,POINT (150.39611 -35.504743)
M1_DATA.250852,250852,912342519,Australia,Manning-Hawkesbury,Temperate Australasia,PS30,Boondlebah Island Gutter,-32.7088,152.2279,2012-07-13T00:00:00,9,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,TRD,POINT (152.227941 -32.708828)
M1_DATA.250894,250894,2002383,Australia,Manning-Hawkesbury,Temperate Australasia,PS30,Boondlebah Island Gutter,-32.7088,152.2279,2010-10-23T00:00:00,10,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,2,1,NAD,POINT (152.227941 -32.708828)
M1_DATA.251013,251013,912340228,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2011-07-03T00:00:00,7.1,Chordata,Elasmobranchii,Rhinobatidae,Aptychotrema rostrata,2,1,MS,POINT (152.14133 -32.71802)
M1_DATA.251025,251025,506003705,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP22,Punta Gissler,5.5434,-87.0718,2008-08-04T00:00:00,15.2,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,4,MLD,POINT (-87.07175 5.54335)
M1_DATA.251101,251101,689003042,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP18,Toau Bommie2,-15.9374,-145.8914,2009-06-16T00:00:00,9,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,2,MLD,POINT (-145.89144 -15.9374)
M1_DATA.223300,223300,912343924,Australia,Cape Howe,Temperate Australasia,CHMP-S9,Gabo Harbour,-37.5556,149.9076,2014-01-13T00:00:00,4.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,4,DTL,POINT (149.90763 -37.55564)
M1_DATA.249639,249639,2001966,Australia,Manning-Hawkesbury,Temperate Australasia,PS28,Blanch Reserve,-32.7885,152.0834,2010-01-02T00:00:00,6,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,1,TRD,POINT (152.08338 -32.78852)
M1_DATA.249720,249720,912343124,Australia,Coral Sea,Central Indo-Pacific,CS37,Porpoise NE,-22.1868,155.3662,2013-05-20T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,4,SRG,POINT (155.36615 -22.1868)
M1_DATA.249906,249906,4000805,Australia,Tweed-Moreton,Temperate Australasia,MBMP2,Shag Rock,-27.4135,153.5252,2010-07-20T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,RSS,POINT (153.52519 -27.41351)
M1_DATA.249919,249919,2001879,Australia,Cape Howe,Temperate Australasia,JBMP21,Groper Coast North,-35.0714,150.7724,2008-02-22T00:00:00,7.1,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,SRT,POINT (150.77239 -35.07139)
M1_DATA.249939,249939,912344578,Australia,Cape Howe,Temperate Australasia,VIC13,Kerangie Bay,-37.8036,149.2711,2014-11-17T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,1,1,DTL,POINT (149.27112 -37.803613)
M1_DATA.250059,250059,7000480,Australia,Bassian,Temperate Australasia,DE35,Flowerpot Point,-43.191,147.2545,2010-02-10T00:00:00,4.1,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,1,DJ,POINT (147.254505 -43.190985)
M1_DATA.250158,250158,912341130,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,PAC20,Suwarrow Channel Reef,-13.2541,-163.0948,2012-08-09T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,GJE,POINT (-163.09476 -13.2541)
M1_DATA.252390,252390,3002409,Australia,Bassian,Temperate Australasia,PPB44,Pt Lonsdale Outer Reef,-38.2941,144.6173,2010-11-09T00:00:00,3,Chordata,Elasmobranchii,Parascylliidae,Parascyllium variolatum,1,1,AJW,POINT (144.6173 -38.2941)
M1_DATA.252699,252699,593003522,Ecuador,Guayaquil,Tropical Eastern Pacific,ETP170,Horno de Pan,-1.4931,-80.8061,2008-09-16T00:00:00,10,Chordata,Elasmobranchii,Urolophidae,Urobatis tumbesensis,1,1,GJE,POINT (-80.8061 -1.49309)
M1_DATA.252747,252747,912344822,Nicaragua,Chiapas-Nicaragua,Tropical Eastern Pacific,NIC24,Bajo de la Anciana,11.3559,-86.0041,2015-04-01T00:00:00,8.3,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,2,1,EC,POINT (-86.004056 11.355888)
M1_DATA.252895,252895,912340263,Australia,Manning-Hawkesbury,Temperate Australasia,PS1,NE North Rock,-32.5992,152.324,2012-05-11T00:00:00,12,Chordata,Elasmobranchii,Odontaspididae,Carcharias taurus,1,2,NAD,POINT (152.32404 -32.59917)
M1_DATA.252963,252963,4000780,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD11,Observatory West,-23.1708,150.9201,2010-07-14T00:00:00,4,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,AJG,POINT (150.92013 -23.17081)
M1_DATA.253002,253002,912342151,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP57,Toau SW Pass Outside,-15.9232,-145.8857,2012-07-02T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,3,MLD,POINT (-145.88571 -15.92323)
M1_DATA.253053,253053,2001843,Australia,Cape Howe,Temperate Australasia,JBMP34,Scottish Rocks,-35.1349,150.7425,2010-03-27T00:00:00,5.2,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,WCB,POINT (150.74251 -35.13488)
M1_DATA.253269,253269,912344487,Indonesia,Papua,Central Indo-Pacific,RAJA2,Yenbuba Jetty,-0.5703,130.6588,2014-08-24T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus melanopterus,2,3,RSS,POINT (130.65885 -0.57029)
M1_DATA.253303,253303,912343067,Australia,Manning-Hawkesbury,Temperate Australasia,PS30,Boondlebah Island Gutter,-32.7088,152.2279,2013-07-05T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,1,TRD,POINT (152.227941 -32.708828)
M1_DATA.254442,254442,912342983,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2013-04-20T00:00:00,8,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,RSS,POINT (152.15183 -32.714463)
M1_DATA.254470,254470,912343361,Australia,Cape Howe,Temperate Australasia,BMP46,Horseshoe Bay East,-36.4234,150.0796,2012-03-31T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,1,401,AJG,POINT (150.07957 -36.42343)
M1_DATA.254473,254473,7000472,Australia,Bassian,Temperate Australasia,TAS46,NorthBruny,-43.07,147.3663,2010-01-06T00:00:00,9,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,1,TJA,POINT (147.36634 -43.06995)
M1_DATA.204370,204370,912344435,Australia,Leeuwin,Temperate Australasia,RI18,Dyer Island,-32.0208,115.5477,2014-05-18T00:00:00,5,Chordata,Elasmobranchii,Parascylliidae,Parascyllium spp.,1,1,TPC,POINT (115.5477 -32.02078)
M1_DATA.204434,204434,2002768,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2011-08-07T00:00:00,11,Chordata,Elasmobranchii,Dasyatidae,Neotrygon kuhlii,2,1,NAD,POINT (152.15183 -32.714463)
M1_DATA.204669,204669,912342430,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,EMR4,Wreck 1,-29.4475,159.0539,2013-01-15T00:00:00,9,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,RSS,POINT (159.05391 -29.44751)
M1_DATA.204781,204781,912342111,Chile,Easter Island,Eastern Indo-Pacific,EI2,Nth Bay Sal y Gomez,-26.4694,-105.3645,2012-03-25T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,NAW,POINT (-105.36454 -26.46935)
M1_DATA.205255,205255,912340266,Australia,Manning-Hawkesbury,Temperate Australasia,PS6,Elephant Rock,-32.6153,152.3266,2012-05-12T00:00:00,9,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,2,1,TRD,POINT (152.32665 -32.61527)
M1_DATA.251515,251515,2002784,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2011-07-03T00:00:00,7.3,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.14133 -32.71802)
M1_DATA.251547,251547,2001435,Australia,Cape Howe,Temperate Australasia,NSW9,North Hd SW,-37.0502,149.9315,2008-12-10T00:00:00,7,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,RSS,POINT (149.93147 -37.05022)
M1_DATA.251567,251567,912344322,Australia,Exmouth to Broome,Central Indo-Pacific,NWS130,Montebellos Central Lagoon,-20.3945,115.542,2013-10-21T00:00:00,2,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,GJE,POINT (115.542 -20.3945)
M1_DATA.251580,251580,912342508,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2013-01-04T00:00:00,11,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,1,1,NAD,POINT (152.15925 -32.70976)
M1_DATA.251826,251826,912344706,Australia,Cape Howe,Temperate Australasia,SJB2,North Steamer's Head,-35.1756,150.7438,2014-11-28T00:00:00,10.3,Chordata,Elasmobranchii,Urolophidae,Trygonoptera spp.,2,1,DP,POINT (150.743766 -35.17555)
M1_DATA.252018,252018,2002713,Australia,Cape Howe,Temperate Australasia,JBMP-S2,The Docks 1 The Gulch,-35.0814,150.7973,2011-04-18T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,TPC,POINT (150.79732 -35.08142)
M1_DATA.253503,253503,2002613,Australia,Cape Howe,Temperate Australasia,BMP-S10,Shark Gutter NE Tollgates,-35.7501,150.262,2010-01-26T00:00:00,10.2,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,WCB,POINT (150.26204 -35.75012)
M1_DATA.253782,253782,912345002,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2015-03-25T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,1,1,DTL,POINT (144.8010236 -38.30691797)
M1_DATA.254175,254175,912342445,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,EMR21,Elizabeth SW,-29.9579,159.0281,2013-01-17T00:00:00,11,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,RSS,POINT (159.02814 -29.95787)
M1_DATA.254286,254286,912342973,Australia,Manning-Hawkesbury,Temperate Australasia,PS42,Fingal Island West,-32.7416,152.1915,2013-03-08T00:00:00,5.2,Chordata,Elasmobranchii,Dasyatidae,Neotrygon kuhlii,1,6,NAD,POINT (152.19148 -32.7416)
M1_DATA.255480,255480,2001921,Australia,Manning-Hawkesbury,Temperate Australasia,SYD4,Bradleys Heads,-33.8513,151.2482,2010-02-21T00:00:00,2,Chordata,Elasmobranchii,Urolophidae,Urolophus spp.,2,1,GJE,POINT (151.24823 -33.85133)
M1_DATA.255835,255835,593003403,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP209,Punta Espinosa Sur (1),-0.272,-91.435,2008-04-19T00:00:00,15,Chordata,Elasmobranchii,Heterodontidae,Heterodontus quoyi,1,1,SEB,POINT (-91.435 -0.27205)
M1_DATA.256004,256004,2001225,Australia,Tweed-Moreton,Temperate Australasia,SI4,North Boulder Wall S Solitary Is,-30.2017,153.2664,2008-06-10T00:00:00,13,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,MS,POINT (153.26635 -30.20167)
M1_DATA.256039,256039,20003012,Egypt,Northern and Central Red Sea,Western Indo-Pacific,RED8,Sataya,24.1568,35.7116,2011-08-02T00:00:00,5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,RSS,POINT (35.71164 24.15678)
M1_DATA.256209,256209,2002798,Australia,Cape Howe,Temperate Australasia,BMP1,Guerilla Bay Island South,-35.8259,150.2266,2011-04-25T00:00:00,6,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,1,1,WCB,POINT (150.22657 -35.825895)
M1_DATA.248466,248466,2001204,Australia,Manning-Hawkesbury,Temperate Australasia,SYD20,Bare Island,-33.9914,151.2308,2009-07-31T00:00:00,8,Chordata,Elasmobranchii,Squatinidae,Squatina australis,1,1,TRD,POINT (151.23078 -33.99142)
M1_DATA.248612,248612,2002398,Australia,Manning-Hawkesbury,Temperate Australasia,PS3,Cabbage Tree Island West,-32.6888,152.2222,2010-11-21T00:00:00,7.5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,1,1,NAD,POINT (152.22218 -32.68884)
M1_DATA.248622,248622,912344976,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2015-03-20T00:00:00,7.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,AS,POINT (152.15183 -32.714463)
M1_DATA.248778,248778,3000243,Australia,Cape Howe,Temperate Australasia,BR11,Ridge Park,-37.8183,148.7838,2010-02-09T00:00:00,14.5,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,JEH,POINT (148.7838 -37.81828333)
M1_DATA.248789,248789,912343074,Australia,Manning-Hawkesbury,Temperate Australasia,PS26,Fishermans bay west,-32.7901,152.0925,2013-05-16T00:00:00,5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,1,TRD,POINT (152.09246 -32.7901)
M1_DATA.248860,248860,2001122,Australia,Manning-Hawkesbury,Temperate Australasia,PS25,Jimmys Beach Barnes Rocks,-32.6827,152.1584,2010-04-18T00:00:00,4.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,TRD,POINT (152.15836 -32.6827)
M1_DATA.248866,248866,2002770,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-07-31T00:00:00,8,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.248922,248922,2000869,Australia,Cape Howe,Temperate Australasia,JBMP46,Hyams Beach,-35.0999,150.694,2010-03-26T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera spp.,2,1,APM,POINT (150.69396 -35.09994)
M1_DATA.249054,249054,2000876,Australia,Cape Howe,Temperate Australasia,JBMP46,Hyams Beach,-35.0999,150.694,2010-06-29T00:00:00,5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,STN,POINT (150.69396 -35.09994)
M1_DATA.249128,249128,912343036,Australia,Cape Howe,Temperate Australasia,BMP-S13,Broulee North,-35.8551,150.1921,2013-03-12T00:00:00,5,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,2,1,WCB,POINT (150.19207 -35.85507)
M1_DATA.249154,249154,2001053,Australia,Tweed-Moreton,Temperate Australasia,SI1,Elbow Cave Mooring N Solitary Is,-29.9304,153.3898,2008-06-06T00:00:00,12,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,IVS,POINT (153.38984 -29.93044)
M1_DATA.257513,257513,912342971,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2013-02-15T00:00:00,5.1,Chordata,Elasmobranchii,Dasyatidae,Neotrygon kuhlii,2,1,TRD,POINT (152.19493 -32.74057)
M1_DATA.257605,257605,3000083,Australia,Bassian,Temperate Australasia,PPB7,Portarlington Pier,-38.1105,144.6523,2010-01-20T00:00:00,1.8,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,1,1,JBP,POINT (144.65227 -38.11053)
M1_DATA.257658,257658,2000891,Australia,Manning-Hawkesbury,Temperate Australasia,SYD29,The Gap,-33.8428,151.2858,2009-08-03T00:00:00,10,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,2,WCB,POINT (151.28584 -33.84282)
M1_DATA.258013,258013,3002555,Australia,Cape Howe,Temperate Australasia,CHMP-S6,Howe West,-37.5099,149.9735,2011-02-04T00:00:00,7.3,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,1,DTL,POINT (149.9735 -37.50987)
M1_DATA.258015,258015,912344419,Australia,Leeuwin,Temperate Australasia,RI10,Kingston Reef,-31.9862,115.557,2014-05-17T00:00:00,6.6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,1,1,TPC,POINT (115.557 -31.98618)
M1_DATA.258106,258106,6002104,Australia,Leeuwin,Temperate Australasia,WA7,Cheynes Reef,-35.0441,118.0279,2009-01-26T00:00:00,5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,2,1,KRS,POINT (118.02794 -35.04413)
M1_DATA.258114,258114,912343826,Australia,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,NT102,Burston Bay,-11.222,136.6853,2013-08-10T00:00:00,3.5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,1,IVS,POINT (136.6853 -11.222)
M1_DATA.258206,258206,912343398,Australia,Manning-Hawkesbury,Temperate Australasia,NSW13,Terrigal Haven,-33.4465,151.4497,2012-10-06T00:00:00,8.5,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,MS,POINT (151.44971 -33.4465)
M1_DATA.258234,258234,3000055,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2010-04-17T00:00:00,16,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,DTL,POINT (148.78351 -37.81905)
M1_DATA.240853,240853,912343524,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2013-02-10T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,5,GER,POINT (144.8010236 -38.30691797)
M1_DATA.240887,240887,912342563,Australia,Cape Howe,Temperate Australasia,KG-S15,"Squally Cove (Karatine Bay East, mid East Coast)",-39.493,147.3421,2013-03-28T00:00:00,10.1,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,GJE,POINT (147.3421478 -39.49295044)
M1_DATA.240924,240924,2002632,Australia,Manning-Hawkesbury,Temperate Australasia,PS21,Inner Light Rocks,-32.7095,152.1613,2011-01-23T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,KHVT,POINT (152.16129 -32.70947)
